Wavelength,Intensity
582.77,96.0
583.11,86.0
583.45,85.0
583.79,78.0
584.12,78.0
584.46,75.0
584.8,75.0
585.14,75.0
585.48,72.0
585.82,72.0
586.15,74.0
586.49,72.0
586.83,77.0
587.17,70.0
587.51,70.0
587.84,74.0
588.18,68.0
588.52,69.0
588.86,71.0
589.2,69.0
589.53,67.0
589.87,65.0
590.21,64.0
590.55,66.0
590.88,68.0
591.22,68.0
591.56,65.0
591.9,67.0
592.23,66.0
592.57,69.0
592.91,69.0
593.25,67.0
593.58,58.0
593.92,62.0
594.26,61.0
594.6,62.0
594.93,64.0
595.27,66.0
595.61,63.0
595.94,65.0
596.28,64.0
596.62,62.0
596.95,60.0
597.29,65.0
597.63,69.0
597.96,68.0
598.3,63.0
598.64,63.0
598.97,65.0
599.31,60.0
599.65,62.0
599.98,62.0
600.32,67.0
600.66,66.0
600.99,66.0
601.33,65.0
601.66,63.0
602.0,63.0
602.34,64.0
602.67,64.0
603.01,64.0
603.34,67.0
603.68,65.0
604.02,61.0
604.35,63.0
604.69,66.0
605.02,63.0
605.36,62.0
605.69,67.0
606.03,59.0
606.37,67.0
606.7,63.0
607.04,63.0
607.37,68.0
607.71,67.0
608.04,64.0
608.38,66.0
608.71,62.0
609.05,63.0
609.38,62.0
609.72,59.0
610.05,63.0
610.39,65.0
610.72,64.0
611.06,63.0
611.39,66.0
611.73,66.0
612.06,70.0
612.4,68.0
612.73,63.0
613.07,67.0
613.4,67.0
613.74,64.0
614.07,59.0
614.4,62.0
614.74,64.0
615.07,59.0
615.41,63.0
615.74,70.0
616.08,58.0
616.41,65.0
616.74,61.0
617.08,65.0
617.41,62.0
617.75,63.0
618.08,63.0
618.41,62.0
618.75,62.0
619.08,62.0
619.42,61.0
619.75,61.0
620.08,57.0
620.42,65.0
620.75,64.0
621.08,62.0
621.42,63.0
621.75,63.0
622.08,62.0
622.42,58.0
622.75,62.0
623.08,64.0
623.42,68.0
623.75,60.0
624.08,63.0
624.42,65.0
624.75,64.0
625.08,59.0
625.42,60.0
625.75,62.0
626.08,64.0
626.41,62.0
626.75,61.0
627.08,59.0
627.41,62.0
627.75,64.0
628.08,60.0
628.41,59.0
628.74,60.0
629.08,63.0
629.41,63.0
629.74,64.0
630.07,58.0
630.4,62.0
630.74,63.0
631.07,65.0
631.4,63.0
631.73,60.0
632.07,62.0
632.4,60.0
632.73,61.0
633.06,60.0
633.39,65.0
633.72,56.0
634.06,57.0
634.39,62.0
634.72,62.0
635.05,65.0
635.38,64.0
635.71,59.0
636.05,59.0
636.38,68.0
636.71,66.0
637.04,64.0
637.37,61.0
637.7,59.0
638.03,64.0
638.36,59.0
638.7,64.0
639.03,62.0
639.36,66.0
639.69,59.0
640.02,59.0
640.35,60.0
640.68,60.0
641.01,65.0
641.34,58.0
641.67,61.0
642.0,63.0
642.33,57.0
642.67,59.0
643.0,59.0
643.33,60.0
643.66,63.0
643.99,66.0
644.32,64.0
644.65,66.0
644.98,61.0
645.31,63.0
645.64,57.0
645.97,60.0
646.3,59.0
646.63,62.0
646.96,65.0
647.29,60.0
647.62,62.0
647.95,60.0
648.28,62.0
648.61,60.0
648.94,57.0
649.27,59.0
649.6,60.0
649.92,62.0
650.25,65.0
650.58,64.0
650.91,63.0
651.24,65.0
651.57,61.0
651.9,59.0
652.23,56.0
652.56,57.0
652.89,65.0
653.22,64.0
653.55,67.0
653.88,66.0
654.2,61.0
654.53,57.0
654.86,62.0
655.19,63.0
655.52,63.0
655.85,64.0
656.18,56.0
656.51,60.0
656.83,63.0
657.16,60.0
657.49,59.0
657.82,61.0
658.15,61.0
658.48,58.0
658.8,59.0
659.13,61.0
659.46,62.0
659.79,57.0
660.12,66.0
660.44,60.0
660.77,60.0
661.1,63.0
661.43,59.0
661.76,64.0
662.08,61.0
662.41,60.0
662.74,67.0
663.07,62.0
663.39,62.0
663.72,63.0
664.05,63.0
664.38,60.0
664.7,60.0
665.03,57.0
665.36,60.0
665.69,65.0
666.01,57.0
666.34,61.0
666.67,60.0
666.99,60.0
667.32,63.0
667.65,62.0
667.97,61.0
668.3,63.0
668.63,61.0
668.95,63.0
669.28,65.0
669.61,59.0
669.93,58.0
670.26,59.0
670.59,62.0
670.91,56.0
671.24,60.0
671.57,62.0
671.89,68.0
672.22,63.0
672.55,60.0
672.87,62.0
673.2,60.0
673.52,57.0
673.85,58.0
674.18,62.0
674.5,63.0
674.83,63.0
675.15,64.0
675.48,61.0
675.81,60.0
676.13,61.0
676.46,62.0
676.78,60.0
677.11,62.0
677.43,62.0
677.76,63.0
678.08,60.0
678.41,65.0
678.74,58.0
679.06,58.0
679.39,62.0
679.71,58.0
680.04,60.0
680.36,62.0
680.69,61.0
681.01,62.0
681.34,60.0
681.66,65.0
681.99,58.0
682.31,60.0
682.63,62.0
682.96,56.0
683.28,60.0
683.61,58.0
683.93,63.0
684.26,63.0
684.58,59.0
684.91,59.0
685.23,55.0
685.56,61.0
685.88,58.0
686.2,60.0
686.53,59.0
686.85,65.0
687.18,61.0
687.5,60.0
687.82,60.0
688.15,60.0
688.47,63.0
688.8,60.0
689.12,65.0
689.44,63.0
689.77,71.0
690.09,65.0
690.41,69.0
690.74,76.0
691.06,72.0
691.38,66.0
691.71,67.0
692.03,68.0
692.35,64.0
692.68,65.0
693.0,66.0
693.32,60.0
693.65,60.0
693.97,58.0
694.29,59.0
694.62,60.0
694.94,60.0
695.26,70.0
695.58,113.0
695.91,221.0
696.23,295.0
696.55,358.0
696.87,318.0
697.2,262.0
697.52,209.0
697.84,177.0
698.16,146.0
698.49,113.0
698.81,85.0
699.13,73.0
